SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
485/18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-07-09,2018-07-11,2018-07-12,ND,ND,ND,3800,ND,ND,ND,
486/18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-07-10,2018-07-11,2018-07-12,ND,ND,ND,1560,ND,ND,ND,
487/18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-07-10,2018-07-11,2018-07-12,ND,ND,ND,ND,ND,ND,ND,
488/18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-07-11,2018-07-12,2018-07-13,40,600,ND,19560,ND,ND,80,Additional flesh and water samples requested
489/18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2018-07-11,2018-07-12,2018-07-13,ND,ND,ND,700,ND,ND,ND,
490/18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-07-11,2018-07-12,2018-07-13,ND,ND,ND,ND,ND,ND,ND,
491/18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-07-11,2018-07-12,2018-07-13,ND,ND,ND,ND,ND,ND,ND,
492/18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-07-11,2018-07-12,2018-07-13,ND,200,ND,600,ND,ND,3200,Additional flesh and water samples requested
493/18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-07-10,2018-07-12,2018-07-13,ND,ND,ND,1160,ND,ND,ND,
494/18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-07-10,2018-07-12,2018-07-13,ND,ND,ND,13120,ND,ND,40,
495/18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-07-12,2018-07-13,2018-07-16,ND,ND,ND,ND,ND,ND,ND,
496-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-07-16,2018-07-17,2018-07-18,ND,120,ND,24680,ND,ND,ND,Additional flesh and water samples requested
497-18,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2018-07-16,2018-07-17,2018-07-18,ND,ND,ND,ND,ND,ND,ND,
498-18,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2018-07-16,2018-07-17,2018-07-18,ND,ND,ND,ND,ND,ND,ND,
499-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-07-16,2018-07-17,2018-07-18,ND,ND,ND,2560,ND,ND,ND,
500-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-07-16,2018-07-17,2018-07-18,ND,160,ND,10480,ND,ND,ND,Additional flesh and water samples requested
501-18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-07-16,2018-07-17,2018-07-18,ND,ND,ND,ND,ND,ND,ND,
502-18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-07-16,2018-07-17,2018-07-18,ND,ND,ND,ND,ND,ND,80,
503-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-07-16,2018-07-17,2018-07-18,ND,ND,ND,1360,ND,ND,ND,
504-18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2018-07-17,2018-07-18,2018-07-19,40,160,40,2720,ND,ND,ND,Additional flesh sample requested
505-18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,POLE,2018-07-17,2018-07-18,2018-07-19,300,ND,ND,1800,ND,ND,300,Additional flesh and water samples requested
506-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-07-17,2018-07-18,2018-07-19,40,ND,ND,2880,ND,ND,ND,Additional flesh and water samples requested
507-18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-07-17,2018-07-18,2018-07-19,ND,40,ND,23000,ND,ND,40,
508-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-07-17,2018-07-18,2018-07-19,ND,ND,ND,ND,ND,ND,ND,
509-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-07-17,2018-07-18,2018-07-19,ND,40,ND,25000,ND,ND,ND,
510-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-07-17,2018-07-18,2018-07-19,ND,ND,ND,5800,ND,ND,ND,
511-18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-07-17,2018-07-19,2018-07-20,ND,ND,ND,800,ND,ND,ND,
512-18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2018-07-17,2018-07-19,2018-07-20,ND,40,ND,4440,ND,ND,ND,
513-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2018-07-17,2018-07-19,2018-07-20,ND,ND,ND,520,ND,ND,ND,
514-18,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2018-07-17,2018-07-19,2018-07-20,ND,40,ND,1120,ND,ND,ND,
515-18,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2018-07-18,2018-07-19,2018-07-20,ND,ND,ND,ND,ND,ND,ND,
516-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-07-18,2018-07-19,2018-07-20,ND,ND,ND,ND,ND,ND,ND,
517-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-07-18,2018-07-19,2018-07-20,ND,40,ND,2240,ND,ND,7640,
518-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-07-18,2018-07-19,2018-07-20,ND,ND,ND,440,ND,ND,ND,
519-18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-07-19,2018-07-20,2018-07-23,ND,ND,ND,ND,ND,ND,ND,
520-18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-07-19,2018-07-20,2018-07-23,ND,ND,ND,ND,ND,ND,ND,
521-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-07-18,2018-07-20,2018-07-23,ND,80,ND,20240,ND,ND,ND,
522-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-07-17,2018-07-20,2018-07-23,ND,ND,ND,9000,ND,ND,ND,
523/18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-07-23,2018-07-24,2018-07-25,ND,ND,ND,600,ND,ND,ND,
524/18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-07-23,2018-07-24,2018-07-25,ND,ND,ND,2400,ND,ND,ND,
525/18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-07-23,2018-07-24,2018-07-25,ND,ND,ND,ND,ND,ND,ND,
526/18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-07-23,2018-07-24,2018-07-25,ND,ND,ND,600,ND,ND,ND,
527/18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-07-23,2018-07-24,2018-07-25,ND,ND,ND,3760,ND,ND,ND,
528/18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-07-23,2018-07-24,2018-07-25,ND,ND,ND,1000,ND,ND,ND,
529/18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-07-24,2018-07-25,2018-07-26,ND,ND,ND,1800,ND,ND,ND,
530/18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-07-24,2018-07-25,2018-07-26,ND,ND,ND,ND,ND,ND,ND,
531/18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2018-07-24,2018-07-25,2018-07-26,ND,ND,ND,ND,ND,ND,ND,
533/18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,POLE,2018-07-24,2018-07-25,2018-07-26,ND,ND,ND,500,ND,ND,ND,
534/18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-07-24,2018-07-25,2018-07-26,80,ND,40,800,ND,ND,ND,Additional flesh and water samples requested
535/18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-07-24,2018-07-25,2018-07-26,ND,ND,ND,1200,ND,ND,ND,
536/18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2018-07-24,2018-07-25,2018-07-26,ND,ND,ND,ND,ND,ND,ND,
537/18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-07-24,2018-07-25,2018-07-26,ND,40,ND,1000,ND,ND,160,
538/18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-07-24,2018-07-25,2018-07-26,ND,ND,ND,9040,ND,ND,ND,
539/18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-07-25,2018-07-26,2018-07-27,ND,ND,ND,200,ND,ND,ND,
540/18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2018-07-25,2018-07-26,2018-07-27,ND,ND,ND,80,ND,ND,ND,
541/18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-07-25,2018-07-26,2018-07-27,ND,ND,ND,ND,ND,ND,ND,
542/18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-07-25,2018-07-26,2018-07-27,80,40,ND,ND,ND,ND,ND,Additional flesh and water samples requested
543/18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-07-25,2018-07-26,2018-07-27,ND,ND,ND,ND,ND,ND,ND,
544/18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-07-25,2018-07-26,2018-07-27,ND,ND,ND,900,ND,ND,ND,
545/18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-07-23,2018-07-26,2018-07-27,ND,ND,ND,51000,ND,ND,ND,
546/18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-07-30,2018-07-31,2018-08-01,ND,ND,ND,1900,ND,ND,ND,
547/18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-07-30,2018-07-31,2018-08-01,ND,ND,ND,ND,ND,ND,ND,
548/18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-07-31,2018-08-01,2018-08-02,ND,ND,ND,ND,ND,ND,ND,
549/18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-07-31,2018-08-01,2018-08-02,ND,80,ND,7480,ND,ND,ND,
550/18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-07-31,2018-08-01,2018-08-02,ND,120,ND,1520,ND,ND,ND,Additional flesh and water samples requested
551/18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-07-30,2018-08-01,2018-08-02,ND,ND,ND,ND,ND,ND,ND,
552-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-08-01,2018-08-02,2018-08-03,ND,80,ND,560,ND,ND,120,
553-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-08-01,2018-08-02,2018-08-03,ND,ND,ND,ND,ND,ND,ND,
554-18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-08-01,2018-08-02,2018-08-03,ND,ND,ND,ND,ND,ND,ND,
555-18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-08-01,2018-08-02,2018-08-03,ND,ND,ND,ND,ND,ND,ND,
556-18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-08-01,2018-08-02,2018-08-03,ND,ND,ND,160,ND,ND,ND,
557-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-08-01,2018-08-02,2018-08-03,ND,120,ND,7320,ND,ND,68280,Additional flesh and water samples requested
558-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-08-01,2018-08-02,2018-08-03,ND,400,ND,4900,ND,ND,ND,Additional flesh and water samples requested
559-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-08-06,2018-08-07,2018-08-08,40,ND,ND,200,ND,ND,40,Additional flesh and water samples requested
560-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,POLE,2018-08-05,2018-08-07,2018-08-08,ND,ND,ND,ND,ND,ND,ND,
561-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-08-06,2018-08-07,2018-08-08,ND,ND,ND,240,ND,ND,ND,
562-18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-08-05,2018-08-07,2018-08-08,ND,ND,ND,ND,ND,ND,ND,
563-18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-08-06,2018-08-07,2018-08-08,ND,ND,ND,ND,ND,ND,ND,
564-18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-08-06,2018-08-07,2018-08-08,ND,ND,ND,ND,ND,ND,ND,
565-18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-08-06,2018-08-07,2018-08-08,ND,ND,ND,ND,ND,ND,ND,
566-18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,ND,ND,ND,ND,
567-18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,ND,ND,ND,ND,
569-18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,SURFACE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,ND,ND,ND,ND,
570-18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,240,ND,ND,ND,
571-18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,POLE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,ND,ND,ND,ND,
572-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-08-07,2018-08-08,2018-08-09,40,ND,ND,80,ND,ND,ND,Additional flesh and water samples requested 
573-18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,ND,ND,ND,ND,
574-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,ND,ND,ND,ND,
575-18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-08-07,2018-08-08,2018-08-09,ND,ND,ND,80,ND,ND,ND,
576-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-08-06,2018-08-08,2018-08-09,ND,40,ND,80,ND,ND,ND,
577-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-08-07,2018-08-08,2018-08-09,ND,40,ND,1200,ND,ND,80,
578-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-08-08,2018-08-09,2018-08-10,ND,40,ND,600,ND,ND,ND,
579-18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-08-08,2018-08-09,2018-08-10,ND,ND,ND,2900,ND,ND,ND,
580-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-08-08,2018-08-09,2018-08-10,ND,ND,ND,1000,ND,ND,ND,
581-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-08-08,2018-08-09,2018-08-10,ND,ND,ND,960,ND,ND,38080,
582-18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-08-08,2018-08-09,2018-08-10,ND,ND,ND,2320,ND,ND,ND,
583-18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-08-08,2018-08-09,2018-08-10,ND,ND,ND,4200,ND,ND,ND,
584-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-08-08,2018-08-09,2018-08-10,ND,ND,ND,1760,ND,ND,ND,
585-18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-08-08,2018-08-10,2018-08-13,ND,ND,ND,800,ND,ND,40,
586-18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-08-09,2018-08-10,2018-08-13,ND,ND,ND,4200,ND,ND,ND,
587-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-08-09,2018-08-10,2018-08-13,ND,ND,ND,5680,ND,ND,ND,
588-18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-08-09,2018-08-10,2018-08-13,ND,ND,ND,2240,ND,ND,ND,
589-18,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2018-08-13,2018-08-14,2018-08-15,ND,ND,ND,ND,ND,ND,ND,
590-18,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2018-08-13,2018-08-14,2018-08-15,ND,ND,ND,ND,ND,ND,ND,
591-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-08-13,2018-08-14,2018-08-15,ND,ND,ND,400,ND,ND,400,
592-18,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2018-08-13,2018-08-14,2018-08-15,ND,ND,ND,400,ND,ND,ND,
593-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2018-08-14,2018-08-15,2018-08-16,40,80,ND,ND,ND,ND,80,Additional flesh and water samples requested
594-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-08-14,2018-08-15,2018-08-16,ND,ND,ND,ND,ND,ND,ND,
595-18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-08-14,2018-08-16,2018-08-17,ND,ND,ND,ND,ND,ND,ND,
596-18,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2018-08-14,2018-08-16,2018-08-17,ND,ND,ND,600,ND,ND,ND,
597-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-08-15,2018-08-16,2018-08-17,ND,ND,ND,200,ND,ND,100,
598-18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2018-08-15,2018-08-16,2018-08-17,ND,ND,ND,800,ND,ND,ND,
599-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2018-08-15,2018-08-16,2018-08-17,ND,ND,ND,300,ND,ND,ND,
600-18,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2018-08-15,2018-08-16,2018-08-17,ND,ND,ND,ND,ND,ND,ND,
601-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-08-15,2018-08-16,2018-08-17,ND,100,ND,600,ND,ND,200,Additional flesh and water samples requested
602-18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2018-08-15,2018-08-17,2018-08-20,ND,ND,ND,1600,ND,ND,ND,
603-18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-08-16,2018-08-17,2018-08-20,ND,ND,ND,ND,ND,ND,ND,
604-18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-08-16,2018-08-17,2018-08-20,ND,ND,40,ND,ND,ND,ND,
605-18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-08-16,2018-08-17,2018-08-20,ND,ND,ND,240,ND,ND,ND,
606-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-08-16,2018-08-17,2018-08-20,ND,ND,ND,200,ND,ND,ND,
607/18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-08-19,2018-08-21,2018-08-22,ND,ND,ND,ND,ND,ND,ND,
608/18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-08-20,2018-08-21,2018-08-22,ND,ND,ND,ND,ND,ND,100,
609/18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-08-20,2018-08-21,2018-08-22,ND,ND,ND,ND,ND,ND,ND,
610/18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-08-20,2018-08-21,2018-08-22,ND,ND,ND,ND,ND,ND,ND,
611/18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-08-20,2018-08-21,2018-08-22,ND,ND,ND,ND,ND,ND,ND,
612/18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2018-08-21,2018-08-22,2018-08-23,ND,ND,ND,ND,ND,ND,ND,
614/18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2018-08-21,2018-08-22,2018-08-23,ND,ND,ND,ND,ND,ND,ND,
615/18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,POLE,2018-08-21,2018-08-22,2018-08-23,ND,ND,ND,ND,ND,ND,ND,
616/18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-08-21,2018-08-22,2018-08-23,ND,ND,ND,ND,ND,ND,ND,
617/18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-08-20,2018-08-22,2018-08-23,ND,80,ND,480,ND,ND,ND,
618/18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-08-21,2018-08-22,2018-08-23,ND,ND,ND,ND,ND,ND,ND,
619/18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-08-21,2018-08-22,2018-08-23,ND,40,ND,1120,ND,ND,2560,
620/18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-08-21,2018-08-22,2018-08-23,ND,40,ND,ND,ND,ND,ND,
621/18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-08-21,2018-08-22,2018-08-23,ND,ND,ND,80,ND,ND,ND,
622/18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-08-22,2018-08-23,2018-08-24,ND,ND,ND,520,ND,ND,ND,
623/18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-08-21,2018-08-23,2018-08-24,ND,ND,40,ND,ND,ND,ND,
624/18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-08-22,2018-08-23,2018-08-24,ND,ND,ND,ND,ND,ND,ND,
625/18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-08-22,2018-08-23,2018-08-24,ND,ND,ND,1600,ND,ND,ND,
626/18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-08-22,2018-08-23,2018-08-24,440,280,ND,2000,ND,ND,ND,Additional flesh and water samples requested 
627/18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-08-22,2018-08-23,2018-08-24,ND,ND,ND,360,ND,ND,ND,
628/18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-08-22,2018-08-23,2018-08-24,ND,ND,ND,1960,ND,ND,ND,
629/18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-08-23,2018-08-24,2018-08-28,ND,ND,ND,2920,ND,ND,ND,
630-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-08-29,2018-08-30,2018-08-31,ND,ND,ND,640,ND,ND,80,
631-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,POLE,2018-08-28,2018-08-30,2018-08-31,ND,ND,ND,ND,ND,ND,160,
632-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,POLE,2018-08-29,2018-08-30,2018-08-31,ND,ND,ND,160,ND,ND,ND,
633-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-08-29,2018-08-30,2018-08-31,80,ND,ND,1480,ND,ND,ND,Additional flesh and water samples requested
634-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-08-29,2018-08-30,2018-08-31,ND,ND,ND,7440,ND,ND,ND,
635-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-08-28,2018-08-30,2018-08-31,ND,120,ND,720,ND,ND,ND,Additional flesh and water samples requested
636-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-08-29,2018-08-30,2018-08-31,ND,ND,ND,2080,ND,ND,ND,
637-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-08-29,2018-08-30,2018-08-31,ND,ND,ND,ND,ND,ND,ND,
638/18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,POLE,2018-08-29,2018-09-03,2018-09-04,ND,ND,ND,2800,ND,ND,ND,
639/18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2018-08-29,2018-09-03,2018-09-04,ND,ND,ND,360,ND,ND,ND,
640/18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2018-08-29,2018-09-03,2018-09-04,ND,40,ND,480,ND,ND,ND,
641/18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-09-03,2018-09-04,2018-09-05,ND,ND,ND,ND,ND,ND,ND,
642/18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2018-09-04,2018-09-05,2018-09-06,200,ND,ND,800,ND,ND,ND,Additional flesh and water sample requested
643/18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,POLE,2018-09-04,2018-09-05,2018-09-06,ND,ND,ND,ND,ND,ND,ND,
644/18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-09-04,2018-09-05,2018-09-06,ND,ND,ND,160,ND,ND,ND,
645/18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-09-04,2018-09-05,2018-09-06,ND,ND,ND,400,ND,ND,ND,
646/18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-09-04,2018-09-05,2018-09-06,ND,40,ND,11520,ND,ND,120,
647/18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-09-03,2018-09-05,2018-09-06,ND,600,ND,1400,ND,ND,ND,Additional flesh and water sample requested
